key,df,idf
pompano,5,6.332213340496455
pomfret,5,6.332213340496455
baobab,5,6.332213340496455
poblando,5,6.332213340496455
pkglarge,5,6.332213340496455
robin,5,6.332213340496455
rogan,5,6.332213340496455
romain,5,6.332213340496455
schweinelende,5,6.332213340496455
shah,5,6.332213340496455
seville,5,6.332213340496455
sesametoasthttpbeefbasilricecurryminute,5,6.332213340496455
assemble,5,6.332213340496455
servericesteam,5,6.332213340496455
athens,5,6.332213340496455
separator,5,6.332213340496455
atsa,5,6.332213340496455
selleriestange,5,6.332213340496455
sekt,5,6.332213340496455
atta,5,6.332213340496455
second,5,6.332213340496455
au,5,6.332213340496455
seasame,5,6.332213340496455
sealord,5,6.332213340496455
aubergineeggplant,5,6.332213340496455
seacoursecrack,5,6.332213340496455
shahjeeracaraway,5,6.332213340496455
shallotsscallion,5,6.332213340496455
shao,5,6.332213340496455
shreddedjulienne,5,6.332213340496455
skilletful,5,6.332213340496455
skate,5,6.332213340496455
sizebite,5,6.332213340496455
sister,5,6.332213340496455
sirlion,5,6.332213340496455
siracha,5,6.332213340496455
sieve,5,6.332213340496455
asagna,5,6.332213340496455
shark,5,6.332213340496455
shoulderbeef,5,6.332213340496455
shot,5,6.332213340496455
shortgrain,5,6.332213340496455
shoepeg,5,6.332213340496455
shiso,5,6.332213340496455
shi,5,6.332213340496455
sharp,5,6.332213340496455
seabass,5,6.332213340496455
schweinefleisch,5,6.332213340496455
rooster,5,6.332213340496455
schweinefilet,5,6.332213340496455
santa,5,6.332213340496455
azteca,5,6.332213340496455
sambaar,5,6.332213340496455
salzwasser,5,6.332213340496455
salmoriglio,5,6.332213340496455
salbeiblätter,5,6.332213340496455
saga,5,6.332213340496455
sadaf,5,6.332213340496455
sabra,5,6.332213340496455
rèmoulade,5,6.332213340496455
aïoli,5,6.332213340496455
räucherlachs,5,6.332213340496455
runner,5,6.332213340496455
roux,5,6.332213340496455
baci,5,6.332213340496455
rosmarinzweig,5,6.332213340496455
rosenpaprika,5,6.332213340496455
sartori,5,6.332213340496455
satay,5,6.332213340496455
satl,5,6.332213340496455
schimmelkäse,5,6.332213340496455
schuss,5,6.332213340496455
ausgelster,5,6.332213340496455
austernpilze,5,6.332213340496455
schmelzkäse,5,6.332213340496455
austernsauce,5,6.332213340496455
schinkenwürste,5,6.332213340496455
schinkenfett,5,6.332213340496455
schezuan,5,6.332213340496455
satsuma,5,6.332213340496455
scheibe,5,6.332213340496455
scallionsspring,5,6.332213340496455
scallionsspre,5,6.332213340496455
sazon,5,6.332213340496455
saving,5,6.332213340496455
save,5,6.332213340496455
sauce,5,6.332213340496455
glace,5,6.332213340496455
meican,5,6.332213340496455
cuppesto,5,6.332213340496455
degi,5,6.332213340496455
butterflie,5,6.332213340496455
cupserrano,5,6.332213340496455
cupswheat,5,6.332213340496455
cupswinter,5,6.332213340496455
curdplain,5,6.332213340496455
currysutra,5,6.332213340496455
daiya,5,6.332213340496455
dakota,5,6.332213340496455
dal,5,6.332213340496455
debole,5,6.332213340496455
gallo,5,6.332213340496455
butt,5,6.332213340496455
bush,5,6.332213340496455
depend,5,6.332213340496455
cupe,5,6.332213340496455
desecrate,5,6.332213340496455
deseede,5,6.332213340496455
desiree,5,6.332213340496455
brim,5,6.332213340496455
di,5,6.332213340496455
dicedslice,5,6.332213340496455
burrata,5,6.332213340496455
dilute,5,6.332213340496455
disc,5,6.332213340496455
discos,5,6.332213340496455
diver,5,6.332213340496455
donnie,5,6.332213340496455
dorito,5,6.332213340496455
buttergheeoil,5,6.332213340496455
cummin,5,6.332213340496455
double,5,6.332213340496455
cove,5,6.332213340496455
corianderspring,5,6.332213340496455
coriendar,5,6.332213340496455
cornchipotlehttpcheese,5,6.332213340496455
gehufte,5,6.332213340496455
gehackte,5,6.332213340496455
corona,5,6.332213340496455
geh,5,6.332213340496455
geflügelleber,5,6.332213340496455
cotijia,5,6.332213340496455
geflügelfond,5,6.332213340496455
france,5,6.332213340496455
count,5,6.332213340496455
gebhardt,5,6.332213340496455
garnishesside,5,6.332213340496455
cuminsabut,5,6.332213340496455
cp,5,6.332213340496455
butteroil,5,6.332213340496455
garnishesadd,5,6.332213340496455
crank,5,6.332213340496455
crayfish,5,6.332213340496455
cream,5,6.332213340496455
buttermargarine,5,6.332213340496455
creamgreek,5,6.332213340496455
crispy,5,6.332213340496455
crockpot,5,6.332213340496455
crown,5,6.332213340496455
cslink,5,6.332213340496455
cucina,5,6.332213340496455
dory,5,6.332213340496455
bunte,5,6.332213340496455
coors,5,6.332213340496455
flat,5,6.332213340496455
favoritechipotle,5,6.332213340496455
fein,5,6.332213340496455
fennelsaunf,5,6.332213340496455
ferry,5,6.332213340496455
fertigmischung,5,6.332213340496455
festkochende,5,6.332213340496455
file,5,6.332213340496455
filets,5,6.332213340496455
frischer,5,6.332213340496455
filo,5,6.332213340496455
fresnojalapeno,5,6.332213340496455
finish,5,6.332213340496455
fior,5,6.332213340496455
flatbread,5,6.332213340496455
fairytale,5,6.332213340496455
fleischmann,5,6.332213340496455
brothwet,5,6.332213340496455
fleischtomate,5,6.332213340496455
fleischtomaten,5,6.332213340496455
florida,5,6.332213340496455
flow,5,6.332213340496455
flowerdagad,5,6.332213340496455
free,5,6.332213340496455
frech,5,6.332213340496455
fo,5,6.332213340496455
focaccia,5,6.332213340496455
foccacia,5,6.332213340496455
forget,5,6.332213340496455
favorite,5,6.332213340496455
fairly,5,6.332213340496455
draw,5,6.332213340496455
eggpotato,5,6.332213340496455
drick,5,6.332213340496455
drip,5,6.332213340496455
dripping,5,6.332213340496455
frühstückspeck,5,6.332213340496455
dum,5,6.332213340496455
durban,5,6.332213340496455
durum,5,6.332213340496455
dust,5,6.332213340496455
duty,5,6.332213340496455
earth,5,6.332213340496455
edith,5,6.332213340496455
eetlepels,5,6.332213340496455
eggdough,5,6.332213340496455
frozenfresh,5,6.332213340496455
ezekiel,5,6.332213340496455
eggroll,5,6.332213340496455
bulla,5,6.332213340496455
elachi,5,6.332213340496455
eleanora,5,6.332213340496455
eloder,5,6.332213340496455
emmentaler,5,6.332213340496455
emmenthal,5,6.332213340496455
empanada,5,6.332213340496455
ener,5,6.332213340496455
frog,5,6.332213340496455
engine,5,6.332213340496455
enrich,5,6.332213340496455
equivalent,5,6.332213340496455
corianderhara,5,6.332213340496455
geflügelbrühe,5,6.332213340496455
cookedsteame,5,6.332213340496455
chickenveggie,5,6.332213340496455
cesare,5,6.332213340496455
charcoal,5,6.332213340496455
gewrzmischung,5,6.332213340496455
cheddarpepper,5,6.332213340496455
gewelde,5,6.332213340496455
cheesesausage,5,6.332213340496455
cheeseshave,5,6.332213340496455
chef,5,6.332213340496455
cherchie,5,6.332213340496455
chianti,5,6.332213340496455
getr,5,6.332213340496455
chicharrone,5,6.332213340496455
chickpeaskabuli,5,6.332213340496455
cellentani,5,6.332213340496455
chile,5,6.332213340496455
chilicayenne,5,6.332213340496455
chilies,5,6.332213340496455
breed,5,6.332213340496455
geschlte,5,6.332213340496455
cactus,5,6.332213340496455
gerucherter,5,6.332213340496455
chilisoe,5,6.332213340496455
breite,5,6.332213340496455
chinakohl,5,6.332213340496455
chipolini,5,6.332213340496455
chipolte,5,6.332213340496455
cervasi,5,6.332213340496455
cedar,5,6.332213340496455
chole,5,6.332213340496455
cardamomchoti,5,6.332213340496455
gingerginger,5,6.332213340496455
candle,5,6.332213340496455
canolacookingtbspsvegetable,5,6.332213340496455
canolacookingvegetable,5,6.332213340496455
canolacorn,5,6.332213340496455
canolaexpeller,5,6.332213340496455
canolause,5,6.332213340496455
canwhole,5,6.332213340496455
capocollo,5,6.332213340496455
caramelise,5,6.332213340496455
cardamombadi,5,6.332213340496455
gingely,5,6.332213340496455
cardamomelaichi,5,6.332213340496455
cayennered,5,6.332213340496455
carolina,5,6.332213340496455
carom,5,6.332213340496455
casa,5,6.332213340496455
cashewsalmond,5,6.332213340496455
casserole,5,6.332213340496455
cassoulet,5,6.332213340496455
caldo,5,6.332213340496455
catsup,5,6.332213340496455
cattleman,5,6.332213340496455
caul,5,6.332213340496455
brechbohnen,5,6.332213340496455
cavolo,5,6.332213340496455
chobani,5,6.332213340496455
cafe,5,6.332213340496455
claw,5,6.332213340496455
cirio,5,6.332213340496455
clamato,5,6.332213340496455
clarifycooking,5,6.332213340496455
cachere,5,6.332213340496455
gemsebrhe,5,6.332213340496455
clovess,5,6.332213340496455
cms,5,6.332213340496455
coarsecrack,5,6.332213340496455
coarsley,5,6.332213340496455
béarnaise,5,6.332213340496455
coconutml,5,6.332213340496455
codfish,5,6.332213340496455
coin,5,6.332213340496455
colbyjack,5,6.332213340496455
cole,5,6.332213340496455
coleman,5,6.332213340496455
gemellirigatepenne,5,6.332213340496455
coley,5,6.332213340496455
combine,5,6.332213340496455
come,5,6.332213340496455
by,5,6.332213340496455
comte,5,6.332213340496455
conchiglie,5,6.332213340496455
cone,5,6.332213340496455
buttom,5,6.332213340496455
brick,5,6.332213340496455
gelbe,5,6.332213340496455
confitporkbroth,5,6.332213340496455
cabbageandorcilantrogrategarnish,5,6.332213340496455
fragrant,5,6.332213340496455
chourico,5,6.332213340496455
cilantrofresh,5,6.332213340496455
gemüsefond,5,6.332213340496455
cabernet,5,6.332213340496455
geraspelte,5,6.332213340496455
cabot,5,6.332213340496455
chopstick,5,6.332213340496455
genovese,5,6.332213340496455
chuka,5,6.332213340496455
choppedshredde,5,6.332213340496455
choppedbaby,5,6.332213340496455
chub,5,6.332213340496455
chris,5,6.332213340496455
cabbagequartere,5,6.332213340496455
birnen,8,5.86220971125072
lemonade,8,5.86220971125072
daisy,8,5.86220971125072
tangelo,8,5.86220971125072
pebble,8,5.86220971125072
comice,8,5.86220971125072
comt,8,5.86220971125072
pion,8,5.86220971125072
dickmilch,8,5.86220971125072
buttercream,8,5.86220971125072
superpremium,8,5.86220971125072
corncob,8,5.86220971125072
yield,8,5.86220971125072
rip,8,5.86220971125072
streusel,8,5.86220971125072
zabaglione,8,5.86220971125072
kumara,8,5.86220971125072
canellini,8,5.86220971125072
kombu,8,5.86220971125072
kokos,8,5.86220971125072
acini,8,5.86220971125072
kirschwasser,8,5.86220971125072
limoncello,8,5.86220971125072
vier,8,5.86220971125072
doppelrahm,8,5.86220971125072
crudite,8,5.86220971125072
tia,8,5.86220971125072
nabisco,8,5.86220971125072
neufchatel,8,5.86220971125072
pluot,8,5.86220971125072
cherrie,8,5.86220971125072
tintenfisch,8,5.86220971125072
andes,8,5.86220971125072
tom,8,5.86220971125072
popsicle,8,5.86220971125072
bulghur,8,5.86220971125072
chamomile,8,5.86220971125072
cherrystone,8,5.86220971125072
mocha,8,5.86220971125072
lovage,8,5.86220971125072
unbleache,8,5.86220971125072
dulce,8,5.86220971125072
nonpareil,8,5.86220971125072
cups,8,5.86220971125072
erythritol,8,5.86220971125072
marzetti,8,5.86220971125072
amarettini,8,5.86220971125072
amaretti,8,5.86220971125072
rosewater,8,5.86220971125072
alphabet,8,5.86220971125072
pippin,8,5.86220971125072
waffle,8,5.86220971125072
demerara,8,5.86220971125072
latte,8,5.86220971125072
kahlúa,8,5.86220971125072
gingerbread,8,5.86220971125072
hand,8,5.86220971125072
grenadine,8,5.86220971125072
fromage,8,5.86220971125072
gem,8,5.86220971125072
huckleberry,8,5.86220971125072
gestrichener,8,5.86220971125072
himbeeren,8,5.86220971125072
magere,9,5.744426675594336
choi,9,5.744426675594336
radishe,9,5.744426675594336
leber,9,5.744426675594336
berg,9,5.744426675594336
md,9,5.744426675594336
mche,9,5.744426675594336
anchostem,9,5.744426675594336
putenschnitzel,9,5.744426675594336
toovar,9,5.744426675594336
shoyu,9,5.744426675594336
lemons,9,5.744426675594336
pepepr,9,5.744426675594336
extra,9,5.744426675594336
thunfisch,9,5.744426675594336
pepperocini,9,5.744426675594336
smooth,9,5.744426675594336
cabanossi,9,5.744426675594336
fisch,9,5.744426675594336
calamansi,9,5.744426675594336
töpfe,9,5.744426675594336
und,9,5.744426675594336
rbol,9,5.744426675594336
japones,9,5.744426675594336
tüten,9,5.744426675594336
makrut,9,5.744426675594336
sesam,9,5.744426675594336
cha,9,5.744426675594336
tspthai,9,5.744426675594336
lauch,9,5.744426675594336
chachere,9,5.744426675594336
fischsauce,9,5.744426675594336
anasazi,9,5.744426675594336
tuben,9,5.744426675594336
tten,9,5.744426675594336
honeycrisp,9,5.744426675594336
premium,9,5.744426675594336
getrockneter,9,5.744426675594336
taro,9,5.744426675594336
gulf,9,5.744426675594336
spargel,9,5.744426675594336
porree,9,5.744426675594336
spectrum,9,5.744426675594336
stange,9,5.744426675594336
nappa,9,5.744426675594336
junger,9,5.744426675594336
cupml,9,5.744426675594336
pizzateig,9,5.744426675594336
nelke,9,5.744426675594336
applecider,9,5.744426675594336
tablespoon,9,5.744426675594336
big,9,5.744426675594336
große,9,5.744426675594336
pimiento,9,5.744426675594336
soybean,9,5.744426675594336
jam,9,5.744426675594336
stilton,9,5.744426675594336
fenchel,9,5.744426675594336
kakaopulver,9,5.744426675594336
gewürznelken,9,5.744426675594336
extralarge,9,5.744426675594336
pierre,9,5.744426675594336
chevre,9,5.744426675594336
linsen,9,5.744426675594336
teaspon,9,5.744426675594336
poussin,9,5.744426675594336
gurke,9,5.744426675594336
arge,9,5.744426675594336
jalepeno,9,5.744426675594336
sour,9,5.744426675594336
teaspooon,9,5.744426675594336
arthur,9,5.744426675594336
medjool,9,5.744426675594336
bleu,9,5.744426675594336
boiler,9,5.744426675594336
yard,9,5.744426675594336
gläser,9,5.744426675594336
knife,9,5.744426675594336
panela,9,5.744426675594336
xl,9,5.744426675594336
riesling,9,5.744426675594336
option,9,5.744426675594336
worchestire,9,5.744426675594336
mirliton,9,5.744426675594336
fregula,9,5.744426675594336
saucenbinder,9,5.744426675594336
cara,9,5.744426675594336
wirse,9,5.744426675594336
wildfond,9,5.744426675594336
partially,9,5.744426675594336
orangen,9,5.744426675594336
jelly,9,5.744426675594336
eisbergsalat,9,5.744426675594336
rindergulasch,9,5.744426675594336
kchenfertiger,9,5.744426675594336
campanelle,9,5.744426675594336
keule,9,5.744426675594336
cornbreadbuttermilkreservecucumber,9,5.744426675594336
gekhltes,9,5.744426675594336
gekochte,9,5.744426675594336
rotweinessig,9,5.744426675594336
blackstrap,9,5.744426675594336
ozg,9,5.744426675594336
dinosaur,9,5.744426675594336
yuzus,9,5.744426675594336
info,9,5.744426675594336
orechiette,9,5.744426675594336
salatgurke,9,5.744426675594336
ale,9,5.744426675594336
brothier,9,5.744426675594336
virginia,9,5.744426675594336
equipment,9,5.744426675594336
schweinenacken,9,5.744426675594336
walnussgroes,9,5.744426675594336
seckel,9,5.744426675594336
harricot,9,5.744426675594336
pd,9,5.744426675594336
kse,9,5.744426675594336
hart,9,5.744426675594336
lachsfilet,9,5.744426675594336
good,9,5.744426675594336
bunter,9,5.744426675594336
cockle,9,5.744426675594336
mezzetta,9,5.744426675594336
kaninchen,9,5.744426675594336
scott,9,5.744426675594336
weizenmehl,9,5.744426675594336
dowel,9,5.744426675594336
sprossen,10,5.63906615993651
guinness,10,5.63906615993651
arhar,10,5.63906615993651
shaan,10,5.63906615993651
hong,10,5.63906615993651
sachet,10,5.63906615993651
mortarinchpestle,10,5.63906615993651
squirt,10,5.63906615993651
rinderfilet,10,5.63906615993651
colour,10,5.63906615993651
cholula,10,5.63906615993651
béchamel,10,5.63906615993651
srirachaasian,10,5.63906615993651
bakery,10,5.63906615993651
ea,10,5.63906615993651
nasoya,10,5.63906615993651
stand,10,5.63906615993651
methi,10,5.63906615993651
ramp,10,5.63906615993651
montreal,10,5.63906615993651
boboli,10,5.63906615993651
chironji,10,5.63906615993651
rbolde,10,5.63906615993651
chiptole,10,5.63906615993651
broil,10,5.63906615993651
coco,10,5.63906615993651
saltpepper,10,5.63906615993651
moisture,10,5.63906615993651
reduction,10,5.63906615993651
branch,10,5.63906615993651
shortcut,10,5.63906615993651
cipollini,10,5.63906615993651
bob,10,5.63906615993651
matzo,10,5.63906615993651
smithfield,10,5.63906615993651
pureed,10,5.63906615993651
combination,10,5.63906615993651
gemelli,10,5.63906615993651
refrigerated,10,5.63906615993651
avacado,10,5.63906615993651
render,10,5.63906615993651
powdercayenne,10,5.63906615993651
cloves,10,5.63906615993651
estragon,10,5.63906615993651
mountain,10,5.63906615993651
avocadoe,10,5.63906615993651
rajmare,10,5.63906615993651
extrasharp,10,5.63906615993651
fritos,10,5.63906615993651
sopressata,10,5.63906615993651
sambar,10,5.63906615993651
cloveslaung,10,5.63906615993651
beurre,10,5.63906615993651
schweineschnitzel,10,5.63906615993651
spam,10,5.63906615993651
scallionsgreen,10,5.63906615993651
beutel,10,5.63906615993651
sojasprossen,10,5.63906615993651
boat,10,5.63906615993651
chinesische,10,5.63906615993651
las,10,5.63906615993651
goose,10,5.63906615993651
flounder,10,5.63906615993651
gheebutter,10,5.63906615993651
calf,10,5.63906615993651
peas,10,5.63906615993651
catch,10,5.63906615993651
vegetablecanolasunflower,10,5.63906615993651
unsulphure,10,5.63906615993651
amchoor,10,5.63906615993651
amchur,10,5.63906615993651
bayleave,10,5.63906615993651
tüte,10,5.63906615993651
kansas,10,5.63906615993651
lasagne,10,5.63906615993651
ceyenne,10,5.63906615993651
flageolet,10,5.63906615993651
lauchzwiebeln,10,5.63906615993651
pebre,10,5.63906615993651
stubb,10,5.63906615993651
tso,10,5.63906615993651
ts,10,5.63906615993651
chapati,10,5.63906615993651
anchopasilla,10,5.63906615993651
cuttlefish,10,5.63906615993651
hühnerbrüste,10,5.63906615993651
cashewnut,10,5.63906615993651
tortillas,10,5.63906615993651
xiao,10,5.63906615993651
campari,10,5.63906615993651
brtchen,10,5.63906615993651
ozcan,10,5.63906615993651
kglb,10,5.63906615993651
ozfinely,10,5.63906615993651
ozunsweetene,10,5.63906615993651
yolk,10,5.63906615993651
globe,10,5.63906615993651
panang,10,5.63906615993651
aioli,10,5.63906615993651
bolognese,10,5.63906615993651
knoblauchzwiebel,10,5.63906615993651
watercooking,10,5.63906615993651
parsely,10,5.63906615993651
kohlrabi,10,5.63906615993651
onionsscallion,10,5.63906615993651
capsicumgreen,10,5.63906615993651
kokum,10,5.63906615993651
foie,10,5.63906615993651
giardiniera,10,5.63906615993651
korma,10,5.63906615993651
deep,10,5.63906615993651
gheeoil,10,5.63906615993651
dr,10,5.63906615993651
touch,10,5.63906615993651
tsp,10,5.63906615993651
lemonlime,10,5.63906615993651
nos,10,5.63906615993651
teasp,10,5.63906615993651
piloncillo,10,5.63906615993651
hähnchenkeulen,10,5.63906615993651
bulbs,10,5.63906615993651
fiber,10,5.63906615993651
louis,10,5.63906615993651
fettucini,10,5.63906615993651
tater,10,5.63906615993651
fettuccini,10,5.63906615993651
cup,10,5.63906615993651
frying,10,5.63906615993651
tablespooon,10,5.63906615993651
negro,10,5.63906615993651
tabelspoon,10,5.63906615993651
garma,10,5.63906615993651
sushi,10,5.63906615993651
maggi,10,5.63906615993651
cuminjeera,10,5.63906615993651
point,10,5.63906615993651
pomodoro,10,5.63906615993651
substitute,10,5.63906615993651
stück,10,5.63906615993651
maisgrieß,10,5.63906615993651
nori,10,5.63906615993651
annatto,10,5.63906615993651
note,10,5.63906615993651
perciatelli,10,5.63906615993651
grassfed,10,5.63906615993651
cheddarjack,10,5.63906615993651
peperoncino,10,5.63906615993651
pepperjack,10,5.63906615993651
cheddarmonterey,10,5.63906615993651
cajita,10,5.63906615993651
chick,10,5.63906615993651
ital,10,5.63906615993651
dreamfield,10,5.63906615993651
greenserrano,10,5.63906615993651
tej,10,5.63906615993651
grieß,10,5.63906615993651
cherrytomate,10,5.63906615993651
pigeon,10,5.63906615993651
desire,12,5.456744603142555
challah,12,5.456744603142555
frangipane,12,5.456744603142555
measure,12,5.456744603142555
shortbread,12,5.456744603142555
microgreen,12,5.456744603142555
für,12,5.456744603142555
glasnudeln,12,5.456744603142555
matcha,12,5.456744603142555
tspn,12,5.456744603142555
enoki,12,5.456744603142555
chicory,12,5.456744603142555
smallmedium,12,5.456744603142555
grissinistangen,12,5.456744603142555
armagnac,12,5.456744603142555
gin,12,5.456744603142555
reeses,12,5.456744603142555
cointreau,12,5.456744603142555
limeade,12,5.456744603142555
breyer,12,5.456744603142555
kumquat,12,5.456744603142555
poppyseed,13,5.376701895469019
hull,13,5.376701895469019
dl,13,5.376701895469019
ponzu,13,5.376701895469019
cubanelle,13,5.376701895469019
diamond,13,5.376701895469019
peasant,13,5.376701895469019
piecrust,13,5.376701895469019
dish,13,5.376701895469019
jif,13,5.376701895469019
grouper,13,5.376701895469019
catalina,13,5.376701895469019
lt,13,5.376701895469019
shanghai,13,5.376701895469019
roasted,13,5.376701895469019
knollen,13,5.376701895469019
teapsoon,13,5.376701895469019
kaffee,13,5.376701895469019
coat,13,5.376701895469019
kiwi,13,5.376701895469019
sockeye,13,5.376701895469019
teardrop,13,5.376701895469019
unbehandelte,13,5.376701895469019
xanthan,13,5.376701895469019
weiche,13,5.376701895469019
chai,13,5.376701895469019
spinat,13,5.376701895469019
kahlua,13,5.376701895469019
cannelini,13,5.376701895469019
frac,13,5.376701895469019
mizuna,13,5.376701895469019
soppressata,13,5.376701895469019
chayote,13,5.376701895469019
live,13,5.376701895469019
lily,13,5.376701895469019
rouille,13,5.376701895469019
room,13,5.376701895469019
stevia,14,5.302593923315297
sultana,14,5.302593923315297
pasilla,14,5.302593923315297
kreuzkümmel,14,5.302593923315297
rapini,14,5.302593923315297
frischkäse,14,5.302593923315297
wash,14,5.302593923315297
dungeness,14,5.302593923315297
anna,14,5.302593923315297
bundle,14,5.302593923315297
carnaroli,14,5.302593923315297
piment,14,5.302593923315297
teaspoon,14,5.302593923315297
oderel,14,5.302593923315297
filter,14,5.302593923315297
cure,14,5.302593923315297
brothvegetable,14,5.302593923315297
idea,14,5.302593923315297
potatoe,14,5.302593923315297
bow,14,5.302593923315297
yam,14,5.302593923315297
campbell,14,5.302593923315297
moong,14,5.302593923315297
kchenfertige,14,5.302593923315297
einige,14,5.302593923315297
hide,14,5.302593923315297
sauerkraut,14,5.302593923315297
havarti,14,5.302593923315297
dole,14,5.302593923315297
msp,14,5.302593923315297
franks,14,5.302593923315297
glug,14,5.302593923315297
kleines,14,5.302593923315297
frito,14,5.302593923315297
semmelbrösel,14,5.302593923315297
level,14,5.302593923315297
knoblauch,14,5.302593923315297
tomatensaft,14,5.302593923315297
ouncebroth,14,5.302593923315297
quail,14,5.302593923315297
brussel,14,5.302593923315297
chèvre,14,5.302593923315297
paprikapulver,14,5.302593923315297
garnieren,14,5.302593923315297
snap,14,5.302593923315297
butterhead,14,5.302593923315297
hühnerbrust,15,5.233601051828345
toulouse,15,5.233601051828345
zitronensaft,15,5.233601051828345
zinfandel,15,5.233601051828345
carne,15,5.233601051828345
paste,15,5.233601051828345
carnita,15,5.233601051828345
cannelloni,15,5.233601051828345
yogurtcurd,15,5.233601051828345
uncle,15,5.233601051828345
pc,15,5.233601051828345
defrost,15,5.233601051828345
veg,15,5.233601051828345
gheeclarifie,15,5.233601051828345
capellini,15,5.233601051828345
ro,15,5.233601051828345
tk,15,5.233601051828345
hang,15,5.233601051828345
haddock,15,5.233601051828345
skewer,15,5.233601051828345
classico,15,5.233601051828345
click,15,5.233601051828345
rajma,15,5.233601051828345
rapeseed,15,5.233601051828345
frank,15,5.233601051828345
razor,15,5.233601051828345
coca,15,5.233601051828345
portabello,15,5.233601051828345
gemischte,15,5.233601051828345
colavita,15,5.233601051828345
cornhusk,15,5.233601051828345
sardine,15,5.233601051828345
salbei,15,5.233601051828345
rump,15,5.233601051828345
rocket,15,5.233601051828345
hero,15,5.233601051828345
sofrito,15,5.233601051828345
spear,15,5.233601051828345
greenanaheim,15,5.233601051828345
tamale,15,5.233601051828345
thickly,15,5.233601051828345
curdyogurt,15,5.233601051828345
tempeh,15,5.233601051828345
chickenveg,15,5.233601051828345
hähnchenbrust,15,5.233601051828345
pimenton,15,5.233601051828345
chiffonade,15,5.233601051828345
tapenade,15,5.233601051828345
taleggio,15,5.233601051828345
spice,15,5.233601051828345
pkt,15,5.233601051828345
sweetcorn,15,5.233601051828345
suggest,15,5.233601051828345
suero,15,5.233601051828345
cacique,15,5.233601051828345
starch,15,5.233601051828345
st,15,5.233601051828345
spike,15,5.233601051828345
pinot,15,5.233601051828345
breakstone,15,5.233601051828345
mozzerella,15,5.233601051828345
ink,15,5.233601051828345
boar,15,5.233601051828345
maltose,15,5.233601051828345
massaman,15,5.233601051828345
mackerel,15,5.233601051828345
beluga,15,5.233601051828345
la,15,5.233601051828345
mortadella,15,5.233601051828345
oaxaca,15,5.233601051828345
mesquite,15,5.233601051828345
methifenugreek,15,5.233601051828345
elk,15,5.233601051828345
london,15,5.233601051828345
maui,15,5.233601051828345
brühe,15,5.233601051828345
besan,15,5.233601051828345
doubanjiang,15,5.233601051828345
lg,15,5.233601051828345
biryani,15,5.233601051828345
savoiardi,16,5.169062530690774
sponge,16,5.169062530690774
baker,16,5.169062530690774
saft,16,5.169062530690774
club,16,5.169062530690774
pop,16,5.169062530690774
papayas,16,5.169062530690774
frisee,16,5.169062530690774
magerquark,16,5.169062530690774
seltzer,16,5.169062530690774
nutella,16,5.169062530690774
chia,16,5.169062530690774
puderzucker,16,5.169062530690774
tricolor,17,5.10843790887434
saure,17,5.10843790887434
disk,17,5.10843790887434
tropfen,17,5.10843790887434
caramelize,17,5.10843790887434
citrus,17,5.10843790887434
de,17,5.10843790887434
bocconcini,17,5.10843790887434
concord,17,5.10843790887434
mache,17,5.10843790887434
unbleached,17,5.10843790887434
course,17,5.10843790887434
gooseberry,17,5.10843790887434
schmand,17,5.10843790887434
worchestershire,18,5.05127949503439
vom,18,5.05127949503439
weißkohl,18,5.05127949503439
cojita,18,5.05127949503439
choy,18,5.05127949503439
rauke,18,5.05127949503439
koriander,18,5.05127949503439
päckchen,18,5.05127949503439
salat,18,5.05127949503439
flaschen,18,5.05127949503439
tassen,18,5.05127949503439
koriandergrün,18,5.05127949503439
herbe,18,5.05127949503439
flesh,18,5.05127949503439
cilantrocoriander,18,5.05127949503439
kugel,18,5.05127949503439
gemüse,18,5.05127949503439
cocktail,18,5.05127949503439
zitronenschale,18,5.05127949503439
walla,18,5.05127949503439
in,18,5.05127949503439
tomatenpüree,18,5.05127949503439
kräuter,18,5.05127949503439
arbol,18,5.05127949503439
turtle,18,5.05127949503439
grass,18,5.05127949503439
leftover,18,5.05127949503439
buckwheat,18,5.05127949503439
tablet,18,5.05127949503439
gewürznelke,18,5.05127949503439
kugeln,18,5.05127949503439
pancake,18,5.05127949503439
kalbshaxe,18,5.05127949503439
packungen,19,4.997212273764115
confit,19,4.997212273764115
maldon,19,4.997212273764115
schalotten,19,4.997212273764115
prune,19,4.997212273764115
philadelphia,19,4.997212273764115
rotelle,19,4.997212273764115
chihuahua,19,4.997212273764115
oxtail,19,4.997212273764115
pompeian,19,4.997212273764115
petersilie,19,4.997212273764115
oak,19,4.997212273764115
curly,19,4.997212273764115
tawny,19,4.997212273764115
maiskölbchen,19,4.997212273764115
swanson,19,4.997212273764115
mrs,19,4.997212273764115
chilipulver,19,4.997212273764115
bouillon,19,4.997212273764115
harissa,19,4.997212273764115
lawry,19,4.997212273764115
dearbol,19,4.997212273764115
parmaschinken,19,4.997212273764115
glove,19,4.997212273764115
long,19,4.997212273764115
crostini,19,4.997212273764115
basket,19,4.997212273764115
tap,19,4.997212273764115
yuzu,19,4.997212273764115
bellino,19,4.997212273764115
cavatappi,19,4.997212273764115
gel,20,4.9459189793765646
braise,20,4.9459189793765646
hardwood,20,4.9459189793765646
tony,20,4.9459189793765646
shaoxing,20,4.9459189793765646
teapoon,20,4.9459189793765646
fiesta,20,4.9459189793765646
cashewnüsse,20,4.9459189793765646
